0.82
1.00
1.00
-1.00
-0.69
1.55
-0.87
-0.94
-0.38
1.94
-0.44
1.05
0.78
1.22
1.76
-0.93
1.71
0.92
-1.00
-1.00
2.00
1.36
1.11
1.77
-1.00
1.15
-1.00
1.57
1.60
0.91
1.06
-0.14
2.38
1.17
1.33
2.00
0.67
1.69
1.43
-1.00
1.07
1.60
-0.17
1.25
1.19
2.00
-0.91
-0.25
1.50
1.00
1.67
